"Kyu", "Name", "Desc", "Detail", "Picture"
2, "ノピティギ(高飛び？)", "높이뛰기", "まだ", "NoImage"
2, "ティオノムギ(跳び？)", "뛰어넘기", "まだ", "NoImage"
2, "ティオトルギ(跳び？)", "뛰어돌기", "まだ", "NoImage"
2, "モリティギ(跳び？)", "멀리뛰기", "まだ", "NoImage"
